fp0206,PLOTS: Procedure Learning from Observations using subTask Structure,,"In many cases an intelligent agent may want to learn how to mimic a single observed demonstrated trajectory. In this work we consider how to perform such procedural learning from observation, which could help to enable agents to better use the enormous set of video data on observation sequences. Our approach exploits the properties of this setting to incrementally build an open loop action plan that can yield the desired subsequence, and can be used in both Markov and partially observable Markov domains. In addition, procedures commonly involve repeated extended temporal action subsequences.
Our method optimistically explores actions to leverage potential repeated structure in the procedure. In comparing to some state-of-the-art approaches we find that our explicit procedural learning from observation method is about 100 times faster than policy-gradient based approaches that learn a stochastic policy and is faster than model based approaches as well. We also find that performing optimistic action selection yields substantial speed ups when latent dynamical structure is present.",Reinforcement Learning; Learning from Demonstration; Behavior Cloning; Hierarchy,Tong,,Mu,Stanford University,Karan,,Goel,Stanford University,Emma,,Brunskill,Stanford University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0209,Dynamic Source Weight Computation for Truth Inference over Data Streams,,"Truth inference, a method that resolves conflicts among multi-agent data, has been widely studied in the field of AI. Most existing truth inference methods use iterative approaches to achieve high accuracy, but are inefficient to infer object truths over data streams. The methods developed for streaming data can achieve high efficiency but suffer from low accuracy. In this paper, we propose a novel truth inference method, Dynamic Source Weight Computation truth inference (DSWC), that can work with a wide range of iterative-based truth inference methods to dynamically compute source weights over data streams. Specifically, we use Taylor expansion to analyze the unit error of object truths inferred by source weights computed at a previous timestamp. If the source weight at present is predicted to be able to limit the error under a threshold, we use the source weights computed previously to approximate object truths at present to avoid the expensive source weight computation step. Compared with the existing work, the proposed method is more effective in predicting source weights and can be applied to a wider range of applications. Experimental results based on four real-world datasets demonstrate that DSWC is both accurate and efficient for truth inference over data streams.",Truth Inference;Multi-agent Reliabilities,Yi,,Yang,Auckland University of Technilogy,Quan,,Bai,University of Tasmania,Qing,,Liu,CSIRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0215,Interleaved Q-Learning with Partially Coupled Training Process,,"This paper studies estimating the maximum expected value (MEV) of several independent random variables (RVs). No unbiased estimator exists without knowing the distributions of those RVs a priori. Two of the most famous estimators, maximum estimator (ME) and double estimator (DE), yield positive bias and negative bias respectively. We propose a coupled estimator (CE) which subsumes ME and DE as special cases and yields a bias between that of ME and DE, while maintaining the same variance bound. Furthermore, a simple yet effective variance reduction technique is proposed and verified in the experiments. The instantiated algorithm in the Markov decision process (MDP) setting, called interleaved Q-learning, outperforms Q-learning and double Q-learning in some highly stochastic environments. Insights on how to adapt the coupling ratio in CE and hence make interleaved Q-learning automatically shift between Q-learning and double Q-learning are provided and verified in the experimental section.",Maximum Estimator; Double Estimator; Coupled Estimator; Estimation Bias; Q-Learning; Double Q-Learning; Interleaved Q-learning,Min,,He,University of Electronics Science and Technology of China,Hongliang,,Guo,University of Electronic Science and Technology of China School of Automation Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0219,A Child and a Robot Getting Acquainted - Interaction Design for Eliciting Self-Disclosure,,"In order to facilitate a sustainable long-term interaction between a child and a robot they need to get acquainted with one another. In this paper we discuss the foundation, the rationale, and the evaluation (N = 75) of our design for an autonomous robot conversational partner that engages with Dutch children (8-11 y.o.) in a getting acquainted interaction. The main objective of the robot is to elicit children to self-disclose.

Firstly, we discuss five interaction design patterns (IDPs) that proved to be successful in autonomously eliciting and processing self-disclosures. Secondly, we compared two robot behavior profiles. The behavior profiles can be relatively considered as being more and less energetic. We manipulated the movement speed, the speech rate and volume, the use of high/low energy language, waiting time before responding, and the order of high/low energy activities. Results show that the less energetic behavior profile significantly leads to more self-disclosure.",Child-Robot Interaction; Social Robots; Interaction Design Patterns,Mike,,Ligthart,Vrije Universiteit Amsterdam,Timo,,Fernhout,Delft University of Technology,Mark,A.,Neerincx,Delft University of Technology & TNO Soesterberg,Kelly,L. A.,van Bindsbergen,"Emma Children's Hospital, Amsterdam UMC & Princess Máxima Center for pediatric oncology",Martha,A.,Grootenhuis,Princess Máxima Center for pediatric oncology,Koen,V.,Hindriks,Vrije Universiteit Amsterdam,,,,,,,,,,,,,,,,,,,,,,,,
fp0221,Reasoning about Changes of Observational Power in Logics of Knowledge and Time,,"We study dynamic changes of agents’ observational power in logics of knowledge and time. We consider CTL*K, the extension of CTL* with knowledge operators, and enrich it with a new operator that models a change in an agent’s way of observing the system. We extend the classic semantics of knowledge for agents with perfect recall to account for changes of observational power, and we show that this new operator increases the expressivity of CTL*K. We reduce the model-checking problem for our logic to that for CTL*K, which is known to be decidable. This provides a solution to the model-checking problem for our logic, but it is not optimal, and we provide a direct model-checking procedure with better complexity.
",Model checking; Knowledge and time; Epistemic temporal logics,Aurèle,,Barrière,ENS Rennes,Bastien,,Maubert,Università degli Studi di Napoli,Aniello,,Murano,University of Napoli Federico II,Sasha,,Rubin,University of Naples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0244,Unsupervised Role Discovery Using Temporal Observations of Agents,,"Agent-based modeling of multi-agent systems has enormous potential with applications in modeling social, economic, medical and other application domains containing temporal data. We propose an unsupervised approach to discovering common roles by observing agents over time, allowing us to construct a role-based representation of multi-agent systems that aids in understanding and interpreting the state of the system. We validate our approach on both a soccer and a StarCraft dataset, and show that unsupervised role discovery through observation can provide meaningful insight into the state of a multi-agent system, aiding or even replacing game state data for interpretation or understanding of the system.",Multi-agent systems; Unsupervised learning; Temporal learning; Interpretability,Andrew,,Silva,Georgia Institute of Technology,Sonia,,Chernova,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0247,Online Resource Allocation with Matching Constraints,,"Matching markets with historical data are abundant in many applications, \emph{e.g.,} matching candidates to jobs in hiring, workers to tasks in crowdsourcing markets, and jobs to servers in cloud services. In all these applications, a match consumes one or more \emph{shared} and \emph{limited} resources and the goal is to best utilize these to maximize a global objective. Additionally, one often has historical data and hence some statistics (usually first-order moments) of the arriving agents (\emph{e.g.,} candidates, workers, and jobs) can be learnt. To model these scenarios, we propose a unifying framework, called \emph{Multi-Budgeted Online Assignment with Known Adversarial Distributions}. In this model, we have a set of \emph{offline} servers with different deadlines and a set of \emph{online} job types. At each time, a job of type $j$ arrives. Assigning this job to a server $i$ yields a profit $w_{i, j}$ while consuming $\mathbf{a}_e \in [0, 1]^K$ quantities of distinct resources. The goal is to design an (online) assignment policy that maximizes the total expected profit without violating the (hard) budget constraint. We propose and theoretically analyze two linear programming (LP) based algorithms which are almost optimal among all LP-based approaches. We also propose several heuristics adapted from our algorithms and compare them to other LP-agnostic algorithms using both synthetic as well as real-time cloud scheduling and public safety datasets. Experimental results show that our proposed algorithms are effective and \emph{significantly} out-perform the baselines. Moreover, we show empirically the trade-off between \emph{fairness} and \emph{efficiency} of our algorithms which does well even on fairness metrics without explicitly optimizing for it.
",Online Scheduling; Online Matching; Randomized Algorithms; Fairness,John,P.,Dickerson,University of Maryland,Karthik,Abinav,Sankararaman,University of Maryland College Park,Kanthi,Kiran,Sarpatwar,IBM Research AI,Aravind,,Srinivasan,"University of Maryland, College Park",Kun-Lung,,Wu,IBM Research AI,Pan,,Xu,"University of Maryland, College Park",,,,,,,,,,,,,,,,,,,,,,,,
fp0255,Community Regularization of Visually-Grounded Dialog,,"The task of conducting visually grounded dialog involves learning goal-oriented cooperative dialog between autonomous agents who exchange information about a scene through several rounds of questions and answers in natural language. We posit that requiring artificial agents to adhere to the rules of human language, while also requiring them to maximize information exchange through dialog is an ill-posed problem. We observe that humans do not stray from a common language because they are social creatures who live in communities, and have to communicate with many people everyday, so it is far easier to stick to a common language even at the cost of some efficiency loss. Using this as inspiration, we propose and evaluate a multi-agent community-based dialog framework where each agent interacts with, and learns from, multiple agents, and show that this community-enforced regularization results in more relevant and coherent dialog (as judged by human evaluators) without sacrificing task performance (as judged by quantitative metrics).",Visual Dialog; Multi-Agent Reinforcement Learning; Curriculum Learning; Emergent Communication,Akshat,,Agarwal,Carnegie Mellon University,Swaminathan,,Gurumurthy,Carnegie Mellon University,Vasu,,Sharma,Carnegie Mellon University,Mike,,Lewis,University of Pittsburgh,Katia,,Sycara,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0257,The Volatility of Weak Ties: Co-evolution of Selection and Influence in Social Networks,,"In this work we look at opinion formation and the effects of two phenomena both of which promote consensus between agents connected by ties: \emph{influence}, agents changing their opinions to match their neighbors; and \emph{selection}, agents re-wiring to connect to new agents when the existing neighbor has a different opinion.
In our agent-based model, we assume that only weak ties can be rewired and strong ties do not change. The network structure as well as the opinion landscape thus co-evolve with two important parameters: the probability of influence versus selection; and the fraction of strong ties versus weak ties.
Using empirical and theoretical methodologies we discovered that on a two-dimensional spatial network:

\begin{itemize}
\item With no/low selection the presence of weak ties enables fast consensus. This conforms with the classical theory that weak ties are helpful for quickly mixing and spreading information, and strong ties alone act much more slowly.
\item With high selection, too many weak ties inhibit any consensus at all---the graph partitions. The weak ties reinforce the differing opinions rather than mixing them. However, sufficiently many strong ties promote convergence, though at a slower pace.
\end{itemize}
We additionally test the aforementioned results using a real network. Our study relates two theoretical ideas: the strength of weak ties---that weak ties are useful for spreading information; and the idea of echo chambers or filter bubbles, that people are typically bombarded by the opinions of like-minded individuals. The difference is in how (much) selection operates.",Opinion formation; Polarization; Echo chambers; Tie strength; Social network structure,Jie,,Gao,Stony Brook University,Grant,,Schoenebeck,University of Michigan,Fang-Yi,,Yu,University of Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0258,Heterogeneous Two-facility Location Games with Minimum Distance Requirement,,"We study the mechanism design problem of a social planner for locating two heterogeneous facilities on a line interval $[0,1],$ where a set of $n$ strategic agents report their locations and a mechanism determines the locations of the two facilities.
Unlike prior work on two-facility location games, we consider the requirement of the minimum distance $d$ between the two facilities.
As the two facilities are heterogeneous and have additive effects on agents, we model
that the cost of an agent is the sum of his distances to both facilities and the social cost is the total cost of all agents.
In the two-facility location game to minimize the social cost,
we show that the optimal solution can be computed in polynomial time and prove that carefully choosing one optimal solution as output is strategyproof.
In the obnoxious two-facility location game for maximizing the social utility, a mechanism outputting the optimal solution is not strategyproof and we propose new deterministic group strategyproof mechanisms with provable approximation ratios.
Moreover, we establish a lower bound $\frac{7-d}{6}$ for
the approximation ratio achievable by deterministic strategyproof mechanisms.
Finally, we study the two-facility location game with triple-preference, where each of the two facilities may be favorable, obnoxious, indifferent for any agent.
We further allow each agent to misreport his location and preference towards the two facilities and design a deterministic group strategyproof mechanism with approximation ratio $4$.",approximation algorithms; minimum distance; mechanism design; facility location,Lingjie,,Duan,Singapore University of Technology and Design,Bo,,Li,Stony Brook University,Minming,,Li,City University of Hong Kong,Xinping,,Xu,Singapore University of Technology and Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0277,Optimal Value of Information Based Elicitation During Negotiation,,"Autonomous agents engaging in automatic negotiations on behalf of humans or institutions are usually assumed to have full knowledge of the utility function for the actors they represent. In many cases, these utility functions are difficult to know apriori for every possible outcome of the negotiation. Moreover, it may not be necessary for the agent to know the utility of outcomes that are never offered or considered during the negotiation. State-of-the-art approaches to utility elicitation during negotiation assume that the agent can ask \emph{questions} from a predefined countable set to reduce its uncertainty about the utility function. This paper extends that body of work by lifting the countability assumption providing an optimal algorithm for selecting the best outcome and utility level about which to ask the actor. The paper reports the results of comparing the proposed algorithm with state-of-the-art algorithms using both synthetic and realistic negotiation scenarios. These evaluations support the applicability of the proposed approach.",Autonomous Negotiation; Utility Elicitation; Probabilistic Inference; Preference Elicitation,Yasser,,Mohammad,AIST & Assiut University,Shinji,,Nakadai,NEC-AIST Collaboration Laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0278,Modeling  People's  Voting Behavior with Poll Information,,"Despite the prevalence of voting systems in the real world there is no consensus among researchers of how people vote strategically, even in simple voting settings. This paper addresses this gap by comparing different approaches that have been used to model strategic voting, including expected utility maximization, heuristic decision-making, and bounded
rationality models.
The models are applied to data collected from hundreds of people in controlled voting experiments, where people vote after observing non-binding poll information.
We introduce a new voting model, the Attainability-Utility (AU) heuristic, which weighs the popularity of a candidate according to the poll, with the utility of the candidate to the voter.
We argue that the AU model is cognitively plausible, and show that it is able to predict people's voting behavior
significantly better than other models from the literature. It was almost at par with (and sometimes better than) a machine learning algorithm that uses substantially more information.
Our results provide new insights into the strategic considerations of voters, that undermine the prevalent assumptions of much theoretical work in social choice.",Social choice theory;  Behavioral game theory; Coordination and control; multiagent systems,Roy,,Fairstein,Ben Gurion University of the Negev,Adam,,Lauz,Ben Gurion University of the Negev,Reshef,,Meir,"Technion, Israel Institute of Technology",Kobi,,Gal,Ben-Gurion Univ. of the Negev & University of Edinburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0281,Towards Completing the Puzzle: Solving Open Problems for Control in Elections,,"We investigate the computational complexity of electoral control in elections. Electoral control describes the scenario where the election chair seeks to alter the outcome of the election by structural changes such as adding, deleting, or replacing either candidates or voters. Such control actions have been studied in the literature for a lot of prominent voting correspondences. In this paper, we complement those results by solving several open cases for Copeland$^{\alpha}$, Maximin, $k$-Veto,  Plurality with Runoff, and Veto with Runoff.",voting control; complexity; veto with runoff; plurality with runoff,Gábor,,Erdélyi,University of Canterbury,Christian,,Reger,University of Siegen,Yongjie,,Yang,Saarland University & Central South University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0282,Computing Optimal <i>Ex Ante</i> Correlated Equilibria in Two-Player Sequential Games,,"We investigate the computation of equilibria in extensive-form games when ex ante correlation is possible, focusing on correlated equilibria requiring the least amount of communication between the players and the mediator. Motivated by hardness results on normal-form correlated equilibria, we investigate whether it is possible to compute normal-form coarse correlated equilibria efficiently. We show that an optimal (e.g., social welfare maximizing) normal-form coarse correlated equilibrium can be computed in polynomial time in two-player games without chance moves, and that in general multi-player games (including two-player games with chance) the problem is NP-hard. For the two-player case, we provide both a polynomial-time algorithm based on the ellipsoid method and a column generation algorithm based on the simplex method which can be efficiently applied in practice. We also show that the pricing oracle employed in the column generation procedure can be extended to games with two players and chance.",Equilibrium computation; correlated equilibrium,Andrea,,Celli,Politecnico di Milano,Stefano,,Coniglio,University of Southampton,Nicola,,Gatti,Politecnico di Milano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0286,Cooperation via Codes in Restricted Hat Guessing Games,,"
Hat guessing games have drawn a lot of attention among mathematicians, computer scientists, coding theorists and even the mass press, due to their relations to graph theory, circuit complexity, network coding, and auctions. In this paper, we investigate a new variant where there is exactly one hat of each color and where each player may receive multiple hats. Assume there are $n$ players and $T$ hats with different colors. A dealer randomly places $k$ hats to each player and holds $T-nk$ hats in hand. After observing the (colors of) hats of other players but not those of themselves, the players shall guess their colors simultaneously by a pre-coordinated strategy. We present methods to compute the best strategy under two common winning rules: \emph{all guesses are right} or \emph{at least one guess is right}, and derive exact value of the maximum winning probability for several cases. Especially, we introduce a novel notion called Latin matching between ${[2n-1]\choose n-1}$ and ${[2n-1]\choose n}$ and establish its connection to the solution of some restricted cases.
Here, ${[2n-1]\choose n-1}$ (respectively, ${[2n-1]\choose n}$) denotes the set of $(n-1)$-element (respectively, $n$-element) subsets of $\{1,\ldots,2n-1\}$. Moreover, we show that some well-known combinatorial results (e.g. the antipodal matching between two symmetric layers of the subset lattice and the ordered design $OD(t,k,v)$ given in modern design theory) can be applied to design explicit strategies in other cases.
From our results we observe an interesting phenomenon that a leader is necessary for consensus but unnecessary for decentralization.
",Agent cooperation; Hat guessing game; Theory of error-correcting code; Ordered design; Hamming code,Kai,,Jin,The Hong Kong University of Science and Technology,Ce,,Jin,Tsinghua University,Zhaoquan,,Gu,Guangzhou University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0287,Incentivizing Distributive Fairness for Crowdsourcing Workers,,"In a crowd market such as Amazon Mechanical Turk, the remuneration of Human Intelligence Tasks is determined by the requester, for which they are not given many cues to ascertain how to ``fairly'' pay their workers. Furthermore, the current methods for setting a price are mostly binary -- in that, the worker either gets paid or not -- as opposed to paying workers a ``fair'' wage based on the quality and utility of work completed. Instead, the price should better reflect the historical performance of the market and the requirements of the task. In this paper, we introduce a game theoretical model that takes into account a more balanced set of market parameters, and propose a pricing policy and a rating policy to incentivize requesters to offer ``fair'' compensation for crowdsourcing workers. We present our findings from applying and developing this model on real data gathered from workers on Amazon Mechanical Turk and simulations that we ran to validate our assumptions. Our simulation results also demonstrate that our policies motivate requesters to pay their workers more ``fairly'' compared with the payment set by the current market.",Crowdsourcing; human intelligence task; fair compensation,Chenxi,,Qiu,Rowan University,Anna,,Squicciarini,Pennsylvania State University,Benjamin,,Hanrahan,Pennsylvania State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0305,Task and Path Planning for Multi-Agent Pickup and Delivery,,"We study the offline Multi-Agent Pickup-and-Delivery (MAPD) problem, where a team of agents has to execute a batch of tasks with release times in a known environment. To execute a task, an agent has to move first from its current location to the pickup location of the task and then to the delivery location of the task. The MAPD problem is to assign tasks to agents and plan collision-free paths for them to execute their tasks. Online MAPD algorithms can be applied to the offline MAPD problem, but do not utilize all of the available information and may thus not be effective. Therefore, we present two novel offline MAPD algorithms that improve a state-of-the-art online MAPD algorithm with respect to task planning, path planning, and deadlock avoidance for the offline MAPD problem. Our MAPD algorithms first compute one task sequence for each agent by solving a special traveling salesman problem and then plan paths according to these task sequences. We also introduce an effective deadlock avoidance method, called ``reserving dummy paths.'' Theoretically, our MAPD algorithms are complete for well-formed MAPD instances, a realistic subclass of all MAPD instances. Experimentally, they produce solutions of smaller makespans and scale better than the online MAPD algorithm in simulated warehouses with hundreds of robots and thousands of tasks.",agent coordination; multi-agent path finding; path planning; pickup and delivery task; task assignment; traveling salesman problem,Minghua,,Liu,Tsinghua University,Hang,,Ma,University of Southern California,Jiaoyang,,Li,University of Southern California,Sven,,Koenig,University of Southern California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0310,Approximation Algorithms for BalancedCC Multiwinner Rules,,"X-BalancedCC multiwinner voting rules constitute an attractive but computationally intractable compromise between the proportionality provided by the Monroe rule and the diversity provided by the Chamberlin--Courant rule. We show how to use the GreedyMonroe algorithm to get improved approximation results for the X-BalancedCC rules and for the Chamberlin--Courant rule, by appropriately setting a ""schedule"" for the sizes of virtual districts. We describe a polynomial-time algorithm for computing a schedule that guarantees high approximation ratio, but show that finding the best possible schedule for a given election is NP-hard. We further evaluate our algorithms experimentally and show that they perform very well in practice.",multiwinner elections; approximation algorithms;  Monroe rule; Chamberlin--Courant rule; greedy algorithms,Markus,,Brill,TU Berlin,Piotr,,Faliszewski,AGH University,Frank,,Sommer,Philipps-Universität Marburg,Nimrod,,Talmon,Ben-Gurion University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0315,Marginal Cost Pricing with a Fixed Error Factor in Traffic Networks,,"It is well known that charging \textit{marginal cost tolls} (MCT) from self interested agents participating in a congestion game leads to optimal system performance, i.e., minimal total latency. However, it is not generally possible to calculate the correct marginal costs tolls precisely, and it is not known what the impact is of charging incorrect tolls. This uncertainty could lead to reluctance to adopt such schemes in practice. This paper studies the impact of charging MCT with some fixed factor error on the system's performance.
We prove that under-estimating MCT results in a system performance that is at least as good as that obtained by not applying tolls at all. This result might encourage adoption of MCT schemes with conservative MCT estimations. Furthermore, we prove that no local extrema can exist in the function mapping the error value, $r$, to the system's performance, $T(r)$. This result implies that accurately calibrating MCT for a given network can be done by identifying an extremum in $T(r)$ which, consequently, must be the global optimum.
Experimental results from simulating several large-scale, real-life traffic networks are presented and provide further support for our theoretical findings.",Marginal-cost pricing; User equilibrium; Traffic flow optimization,Guni,,Sharon,Texas A&M University,Stephen,D.,Boyles,The University of Texas at Austin,Shani,,Alkoby,The University of Texas at Austin,Peter,,Stone,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0317,Experiential Preference Elicitation for Autonomous Heating and Cooling Systems,,"AI systems that act on behalf of users require knowledge of user preferences, which can be acquired by preference elicitation. In many settings, users can respond more easily and accurately to preference queries reflecting their current, or recently experienced, context (e.g., state of the environment), than to those reflecting contexts further removed. We develop and study a formal model of experiential elicitation (EE) in which query costs and response noise are state-dependent. EE settings tightly couple the problems of control and elicitation. We provide some analysis of this abstract model, and illustrate its applicability in household heating/cooling management. We propose the use of relative value queries,
asking the user to compare the immediate utility of two states, whose difficulty is related to the degree and recency of a user's experience with those states. We develop a Gaussian process-based approach for modeling user preferences in dynamic EE domains and show that it accrues higher reward than several natural baselines.",Single and multi-agent planning and scheduling; Multi-user/multi-virtual-agent interaction,Andrew,,Perrault,University of Southern California,Craig,,Boutilier,Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0322,Enforcing Equilibria in Multi-Agent Systems,,"We introduce and investigate Normative Synthesis: a new class of problems for the equilibrium verification that counters the absence of equilibria by purposely constraining multi-agent systems. We show that norms are powerful enough to ensure a positive answer to every instance of the equilibrium verification problem. Subsequently, we focus on two optimization versions, that aim at providing a solution in compliance with implementation costs. We show that the complexities of our procedures range between 2ExpTime and 3ExpTime, thus that the problems are no harder than the corresponding equilibrium verification ones.","Logics for Agents and Multi-Agent Systems; Synthesis of Agent-Based Systems; Verification Techniques for Multiagent Systems, including Model Checking",Giuseppe,,Perelli,University of Leicester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0323,Optimal Online Coverage Path Planning with Energy Constraints,,"We consider the problem of covering an unknown polygonal environment possibly containing obstacles using a robot of square size $L\times L$.
The environment is structured as a grid with resolution proportional to the robot size $L\times L$, imposed on it. The robot has a limited energy budget -- it has to visit a charging station before it runs out of its energy; there is a single charging station in the environment. In a single time step, the robot can move from one grid cell to one of its four adjacent cells.
The energy budget $B$ allows the robot to travel at most $B$ distance, i.e., $B$ grid cells.
The objective of the robot is to minimize both total distance traveled to cover the environment (visit each cell of the environment not occupied by obstacles) and the number of visits to the charging station. In this paper, we present the \textit{first} online coverage
path planning algorithm that achieves $O(\log (B/L))$-approximation
for both objectives.
Our bound is optimal since there exists a lower bound of $\Omega(\log (B/L))$ for this problem for both objectives. Simulation results show the efficiency of our approach.
",Robotics; Coverage Path Planning; Energy Constraint; Unknown Environment; Approximation,Gokarna,,Sharma,Kent State University,Ayan,,Dutta,University of North Florida,Jong-Hoon,,Kim,Kent State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0324,Forecast-Based Mechanisms for Demand Response,,"We study mechanisms to incentivize demand response in smart energy systems. We assume agents that can respond (reduce their demand) with some probability if they prepare prior to the realization of the demand. Both preparation and response incur costs to agents. Previous work studies truthful mechanisms that select a minimal set of agents to prepare and respond such that a fixed demand reduction target is achieved with high probability. In this work we additionally consider the balancing responsibility of a retailer under a given demand forecast and imbalance price: the retailer is responsible to purchase additional reserve capacity at a high imbalance price to cover any excess in the demand. In this extended setting we study mechanisms that request only a subset of prepared agents to respond since the reduction target depends on the realization of the demand. We propose: (i) a sequential mechanism that in each round embeds a second-price auction and is truthful under some mild assumptions for the setting, and (ii) a truthful combinatorial mechanism that runs in polynomial time and uses VCG payments. We show that both mechanisms guarantee non-negative utility in expectation for both agents and the retailer (mechanism), and can further be used for simultaneous downward and upward flexibility. Last, we verify our theoretical findings in an empirical evaluation over a wide range of mechanism parameters.",mechanism design; demand response; demand forecast,Georgios,,Methenitis,Centrum Wiskunde & Informatica (CWI),Michael,,Kaisers,Centrum Wiskunde & Informatica (CWI),Han,,La Poutre,Centrum Wiskunde & Informatica (CWI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0331,Anticipatory Bayesian Policy Selection for Online Adaptation of Collaborative Robots to Unknown Human Types,,"As a key component of collaborative robots (cobots) working with humans, existing decision-making approaches try to model the uncertainty in human behaviors as latent variables. However, as more possible contingencies are covered by such intention-aware models, they face slow convergence times and less accurate responses. For this purpose, we present a novel anticipatory policy selection mechanism built on existing intention-aware models, where a robot is required to choose from an existing set of policies based on an estimate of the human. Each of these intention-aware robot models anticipates and adapts to a different human's short-term changing behaviors. Our contribution is the Anticipatory Bayesian Policy Selection (ABPS) mechanism which selects from a library of different response policies that are generated from such models, and converges to a reliable policy after as few interactions as possible when faced with unknown humans. The selection is based on the estimation of the human in terms of long-term workplace characteristics that we call types, such as level of expertise, stamina, attention and collaborativeness. Our results show that incorporating this policy selection mechanism contributes positively to the efficiency and naturalness of the collaboration, when compared to the best intention-aware model in hindsight running alone.",Human-Robot Collaboration; Anticipatory Policy Selection; Human Type and Intent Inference; Socially Collaborative Robots,O. Can,,Görür,"DAI-Labor, Technische Universität Berlin",Benjamin,,Rosman,"CSIR, and University of the Witwatersrand",Sahin,,Albayrak,"DAI-Labor, Technische Universität Berlin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0334,Robust Decentralised Agent Based Approach for Microgrid Energy Management,,"This paper introduces a decentralized agent based implementation of an off-line optimization technique applied to the configuration of electrical microgrids with distributed generation. This implementation conforms the ''Agent Based Energy Management System'' (ABEMS). Software agent principles are used to decentralize the microgrid control without having an implicit or explicit control hierarchy. Unlike most approaches, they work as peers. Orders to be sent to the energy micro-generation units are produced off-line by an evolutionary computation method. The orders are encoded into the agents once the micro-grid is started and agents decide when to apply them. The paper includes experiments that show the resulting behavior in several scenarios executed in real time. Results indicate the technique is stable enough and outperforms more simple approaches, a necessary initial step prior to a more comprehensive comparison with other solutions.",Multi-Agent System; Smart Grid; Optimisation;  Simulation; Decentralization,Sandra,,Garcia-Rodriguez,"CEA, LIST",Jorge,J.,Gomez-Sanz,Universidad Complutense de Madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0339,A Counter Abstraction Technique for the Verification of Probabilistic Swarm Systems,,We introduce a method for formally verifying properties of arbitrarily large swarms whose agents are modelled probabilistically. We define a parameterised probabilistic semantics for modelling swarms and observe that their verification problem against PLTL specifications is undecidable. We develop a partial procedure for verifying arbitrarily large swarms based on counter abstraction and show its correctness. We present an implementation and report the experimental results obtained when verifying a swarm foraging protocol.,Probabilistic verification; Parameterised model checking; Robot swarms,Alessio,,Lomuscio,Imperial College London,Edoardo,,Pirovano,Imperial College London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fp0340,Revenue Maximization with Imprecise Distribution,,"We study the revenue maximization problem with an imprecisely estimated distribution of a single buyer or several independent and identically distributed buyers given that this estimation is not far away from the true distribution. We use the earth mover's distance to capture the estimation error between those two distributions in terms of both values and their probabilities, i.e., the error in value space given a quantile, and the error in quantile space given a value. We give explicit characterization of the optimal mechanisms for the single buyer setting. For the multi-buyer case, we provide an algorithm that finds an approximately optimal mechanism (FPTAS) among the family of second price mechanisms with a fixed reserve.",robust mechanism design; revenue maximization; earth mover's distance,Yingkai,,Li,Northwestern University,Pinyan,,Lu,Shanghai University of Finance and Economics,Haoran,,Ye,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
